week,¼Ò¸Å°¡,Æò±Õ±â¿Â,ÃÖÀú±â¿Â,ÃÖ°í±â¿Â,°­¼ö·®,È¯À²,¼öÀÔ·®,¼öÀÔ¾×,»ý»ê·®,Àç¹è¸éÀû,¹°°¡Áö¼ö
04??4ì£?(2020.04.23 ~ 2020.04.29),2352,11.85714286,4.642857143,18.65714286,0.042857143,1224.89,200.723,14730.0125,2433.8625,282.1730769,113.13
05??1ì£?(2020.05.04 ~ 2020.05.06),2303,18.4,12.95714286,24.31428571,2.042857143,1219.65,199.4265,13405.65548,2433.8625,282.1730769,111.43
05??1ì£?(2020.05.07 ~ 2020.05.13),2248,16.54285714,11.11428571,21.98571429,5.385714286,1232.69,199.4265,13405.65548,2433.8625,282.1730769,111.43
05??2ì£?(2020.05.14 ~ 2020.05.20),2270,16.61428571,12.48571429,21.65714286,6.457142857,1240.59,199.4265,13405.65548,2433.8625,282.1730769,111.43
05??3ì£?(2020.05.21 ~ 2020.05.27),2202,17.57142857,12.72857143,23.2,0.642857143,1231.49,199.4265,13405.65548,2433.8625,282.1730769,111.43
05??4ì£?(2020.05.28 ~ 2020.06.03),2209,19.92857143,14,25.95714286,0.385714286,1202.02,199.4265,13405.65548,2433.8625,282.1730769,111.43
06??1ì£?(2020.06.04 ~ 2020.06.10),2174,23.58571429,17.95714286,30.17142857,1.928571429,1203.66,273.9825,20803.772,2433.8625,282.1730769,102.25
06??2ì£?(2020.06.11 ~ 2020.06.17),2118,23.31428571,19.04285714,28.41428571,8.428571429,1211.83,273.9825,20803.772,2433.8625,282.1730769,102.25
06??3ì£?(2020.06.18 ~ 2020.06.24),2083,22.47142857,18.18571429,27.51428571,5.5,1203.8,273.9825,20803.772,2433.8625,282.1730769,102.25
06??4ì£?(2020.06.25 ~ 2020.07.01),2052,21.95714286,18.74285714,26.15714286,10.47142857,1198.93,273.9825,20803.772,2433.8625,282.1730769,102.25
07??1ì£?(2020.07.02 ~ 2020.07.08),1965,22.4,18.65714286,26.97142857,1.514285714,1200.42,229.8225,15359.4298,2433.8625,282.1730769,95.4
07??2ì£?(2020.07.09 ~ 2020.07.15),1984,21.52857143,19.11428571,24.72857143,23.2,1203.44,229.8225,15359.4298,2433.8625,282.1730769,95.4
07??3ì£?(2020.07.16 ~ 2020.07.22),1997,23.31428571,19.85714286,27.5,7.142857143,1201.5,229.8225,15359.4298,2433.8625,282.1730769,95.4
07??4ì£?(2020.07.23 ~ 2020.07.29),1977,22.44285714,20.55714286,25.18571429,23.6,1193.59,229.8225,15359.4298,2433.8625,282.1730769,95.4
07??5ì£?(2020.07.30 ~ 2020.08.05),1990,25.84285714,23.2,29.47142857,18.5,1188.68,252.6775,16111.89288,2433.8625,282.1730769,95.4
08??1ì£?(2020.08.06 ~ 2020.08.12),2016,25.22857143,23.15714286,28.02857143,34.52857143,1186.94,252.6775,16111.89288,2433.8625,282.1730769,88.5
08??2ì£?(2020.08.13 ~ 2020.08.19),2079,27.62857143,24.01428571,32.27142857,1.6,1191.72,252.6775,16111.89288,2433.8625,282.1730769,88.5
08??3ì£?(2020.08.20 ~ 2020.08.26),2088,26.55714286,22.68571429,31.54285714,3.857142857,1180.48,252.6775,16111.89288,2433.8625,282.1730769,88.5
08??4ì£?(2020.08.27 ~ 2020.09.02),2020,26.08571429,23.52857143,29.92857143,14.18571429,1187.3,252.6775,16111.89288,2433.8625,282.1730769,88.5
09??1ì£?(2020.09.03 ~ 2020.09.09),2133,21.67142857,18.41428571,25.5,20.01428571,1187.89,290.175,21614.0175,2433.8625,282.1730769,91.3
09??2ì£?(2020.09.10 ~ 2020.09.16),2217,20.82857143,17.82857143,25.14285714,2.957142857,1164.81,290.175,21614.0175,2433.8625,282.1730769,91.3
09??3ì£?(2020.09.17 ~ 2020.09.23),2253,18.38571429,13.78571429,23.84285714,0.571428571,1174.32,290.175,21614.0175,2433.8625,282.1730769,91.3
09??4ì£?(2020.09.24 ~ 2020.09.29),2276,18.17142857,13.42857143,24.18571429,0.714285714,1166.26,290.175,21614.0175,2433.8625,282.1730769,91.3
10??1ì£?(2020.10.05 ~ 2020.10.07),2277,16.8,12.02857143,22.18571429,0.457142857,1143.52,240.8575,13824.30063,2433.8625,282.1730769,100.51
10??2ì£?(2020.10.08 ~ 2020.10.14),2331,15.21428571,10.35714286,21.14285714,0,1142.13,240.8575,13824.30063,2433.8625,282.1730769,100.51
10??3ì£?(2020.10.15 ~ 2020.10.21),2392,12.35714286,6.714285714,19.31428571,0.871428571,1127.95,240.8575,13824.30063,2433.8625,282.1730769,100.51
10??4ì£?(2020.10.22 ~ 2020.10.28),2398,11.6,6.1,18.27142857,0.171428571,1136.49,240.8575,13824.30063,2433.8625,282.1730769,100.51
10??5ì£?(2020.10.29 ~ 2020.11.04),2396,9.5,4.071428571,15.37142857,0.6,1121.4,240.8575,13824.30063,2433.8625,282.1730769,100.51
11??1ì£?(2020.11.05 ~ 2020.11.11),2336,9.257142857,3.314285714,15.74285714,0,1107.62,243.4325,15112.81453,2433.8625,282.1730769,107.03
11??2ì£?(2020.11.12 ~ 2020.11.18),2410,11.78571429,5.8,18.94285714,0.571428571,1114.95,243.4325,15112.81453,2433.8625,282.1730769,107.03
11??3ì£?(2020.11.19 ~ 2020.11.25),2409,7.542857143,2.914285714,12.41428571,4.642857143,1104.43,243.4325,15112.81453,2433.8625,282.1730769,107.03
11??4ì£?(2020.11.26 ~ 2020.12.02),2408,3.328571429,-0.714285714,8.371428571,0,1083.77,243.4325,15112.81453,2433.8625,282.1730769,107.03
12??1ì£?(2020.12.03 ~ 2020.12.09),2405,1.871428571,-3.142857143,7.785714286,0,1091.67,289.3775,17914.36425,2433.8625,282.1730769,111.13
12??2ì£?(2020.12.10 ~ 2020.12.16),2442,-0.185714286,-4.214285714,4.571428571,0.3,1099.39,289.3775,17914.36425,2433.8625,282.1730769,111.13
12??3ì£?(2020.12.17 ~ 2020.12.23),2432,-1.085714286,-6.4,4.714285714,0.028571429,1099.07,289.3775,17914.36425,2433.8625,282.1730769,111.13
12??4ì£?(2020.12.24 ~ 2020.12.30),2397,1.142857143,-3.185714286,7.042857143,0.742857143,1084.73,289.3775,17914.36425,2433.8625,282.1730769,111.13
12??5ì£?(2020.12.31 ~ 2021.01.06),2461,-3.657142857,-8.871428571,1.114285714,0.2,1092.93,289.3775,17914.36425,2433.8625,282.1730769,111.13
01??1ì£?(2021.01.07 ~ 2021.01.13),2540,-6.571428571,-12.14285714,-0.771428571,0.228571429,1103.27,253.461,20681.46675,32.849,355.0192308,113.89
01??2ì£?(2021.01.14 ~ 2021.01.20),2848,-0.5,-6.157142857,5.857142857,0.257142857,1105.41,253.461,20681.46675,32.849,355.0192308,113.89
01??3ì£?(2021.01.21 ~ 2021.01.27),3151,5.585714286,1.742857143,10.08571429,1.871428571,1117.64,253.461,20681.46675,32.849,355.0192308,113.89
01??4ì£?(2021.01.28 ~ 2021.02.03),3300,-0.2,-5.628571429,5.742857143,1.7,1116.77,253.461,20681.46675,32.849,355.0192308,113.89
02??1ì£?(2021.02.04 ~ 2021.02.10),3330,1.814285714,-3.685714286,7.5,0.114285714,1102.59,194.50625,11232.4232,32.849,355.0192308,126.5
02??3ì£?(2021.02.15 ~ 2021.02.17),3335,2.857142857,-2.457142857,9.314285714,0.657142857,1104.27,194.50625,11232.4232,32.849,355.0192308,126.5
02??3ì£?(2021.02.18 ~ 2021.02.24),3385,4.971428571,-1.571428571,11.87142857,0.014285714,1123.89,194.50625,11232.4232,32.849,355.0192308,126.5
02??4ì£?(2021.02.25 ~ 2021.03.03),3465,5.485714286,0.457142857,10.51428571,8.157142857,1128,194.50625,11232.4232,32.849,355.0192308,126.5
03??1ì£?(2021.03.04 ~ 2021.03.10),3509,6.614285714,1.485714286,13.04285714,0.614285714,1136,327.3675,22265.40323,32.849,355.0192308,143.66
03??2ì£?(2021.03.11 ~ 2021.03.17),3561,9.1,2.928571429,15.4,2.257142857,1129.12,327.3675,22265.40323,32.849,355.0192308,143.66
03??3ì£?(2021.03.18 ~ 2021.03.24),3571,8.942857143,3.8,14.4,0.857142857,1128.52,327.3675,22265.40323,32.849,355.0192308,143.66
03??4ì£?(2021.03.25 ~ 2021.03.31),3520,12,5.757142857,18.67142857,4.528571429,1128.64,327.3675,22265.40323,32.849,355.0192308,143.66
04??1ì£?(2021.04.01 ~ 2021.04.07),3472,12.68571429,7.1,18.41428571,5.957142857,1120.98,293.768,17488.03973,32.849,355.0192308,154.04
04??2ì£?(2021.04.08 ~ 2021.04.14),3108,11.25714286,5.328571429,17.31428571,3.5,1116.5,293.768,17488.03973,32.849,355.0192308,154.04
04??3ì£?(2021.04.15 ~ 2021.04.21),2681,12.57142857,5.357142857,19.84285714,0.042857143,1114.72,293.768,17488.03973,32.849,355.0192308,154.04
04??4ì£?(2021.04.22 ~ 2021.04.28),2500,15.91428571,10.57142857,21.68571429,0.085714286,1117.16,293.768,17488.03973,32.849,355.0192308,154.04
04??5ì£?(2021.04.29 ~ 2021.05.04),2250,13.51428571,8.728571429,18.62857143,5.528571429,1111.23,293.768,17488.03973,32.849,355.0192308,154.04
05??1ì£?(2021.05.06 ~ 2021.05.12),2151,15.48571429,9.085714286,21.62857143,1.4,1125.79,222.21,14213.27758,32.849,355.0192308,129.01
05??2ì£?(2021.05.13 ~ 2021.05.18),2095,18.7,14.12857143,23.82857143,8.3,1127.63,222.21,14213.27758,32.849,355.0192308,129.01
05??3ì£?(2021.05.20 ~ 2021.05.26),2008,17.44285714,12.72857143,22.7,2.485714286,1113.08,222.21,14213.27758,32.849,355.0192308,129.01
05??4ì£?(2021.05.27 ~ 2021.06.02),1984,18.44285714,13.25714286,24.47142857,3.971428571,1110.52,222.21,14213.27758,32.849,355.0192308,129.01
06??1ì£?(2021.06.03 ~ 2021.06.09),1941,20.98571429,15.77142857,26.48571429,3.057142857,1116.4,252.5675,18936.57658,32.849,355.0192308,91.94
06??2ì£?(2021.06.10 ~ 2021.06.16),1914,22.18571429,18.78571429,26.5,6.085714286,1134.94,252.5675,18936.57658,32.849,355.0192308,91.94
06??3ì£?(2021.06.17 ~ 2021.06.23),1921,21.31428571,17.31428571,26.2,1.771428571,1127.12,252.5675,18936.57658,32.849,355.0192308,91.94
06??4ì£?(2021.06.24 ~ 2021.06.30),1962,22.58571429,18.75714286,27.62857143,2.171428571,1130.53,252.5675,18936.57658,32.849,355.0192308,91.94
07??1ì£?(2021.07.01 ~ 2021.07.07),1959,23.45714286,20.4,27.15714286,24.68571429,1143.73,244.222,18765.3066,32.849,355.0192308,82.15
07??2ì£?(2021.07.08 ~ 2021.07.14),1971,25.82857143,22.55714286,30.41428571,5.628571429,1141.51,244.222,18765.3066,32.849,355.0192308,82.15
07??3ì£?(2021.07.15 ~ 2021.07.21),1952,26.4,22.48571429,31.61428571,2.3,1151.52,244.222,18765.3066,32.849,355.0192308,82.15
07??4ì£?(2021.07.22 ~ 2021.07.28),1895,27.52857143,22.75714286,32.91428571,0.114285714,1151.41,244.222,18765.3066,32.849,355.0192308,82.15
07??5ì£?(2021.07.29 ~ 2021.08.04),1867,27.44285714,23.82857143,32.4,5.985714286,1144.93,244.222,18765.3066,32.849,355.0192308,82.15
08??1ì£?(2021.08.05 ~ 2021.08.11),1919,26.45714286,22.54285714,31.74285714,4.014285714,1161.37,275.145,21214.4048,32.849,355.0192308,82.41
08??2ì£?(2021.08.12 ~ 2021.08.18),1904,24.14285714,20.75714286,28.55714286,3.771428571,1175.15,275.145,21214.4048,32.849,355.0192308,82.41
08??3ì£?(2021.08.19 ~ 2021.08.25),2005,23.67142857,20.91428571,27.14285714,22.25714286,1161.23,275.145,21214.4048,32.849,355.0192308,82.41
08??4ì£?(2021.08.26 ~ 2021.09.01),2034,23.25714286,20.28571429,27.31428571,11.48571429,1154.28,275.145,21214.4048,32.849,355.0192308,82.41
09??1ì£?(2021.09.02 ~ 2021.09.08),2044,21.38571429,18.25714286,25.25714286,3.685714286,1170.23,309.12,25763.8388,32.849,355.0192308,82.47
09??2ì£?(2021.09.09 ~ 2021.09.15),2045,22.21428571,18.21428571,27.3,0.542857143,1180.69,309.12,25763.8388,32.849,355.0192308,82.47
09??3ì£?(2021.09.16 ~ 2021.09.17),2065,21.31428571,17.21428571,26.01428571,6.871428571,1179.68,309.12,25763.8388,32.849,355.0192308,82.47
09??4ì£?(2021.09.23 ~ 2021.09.29),2070,20.37142857,16.77142857,24.84285714,3.614285714,1180.35,309.12,25763.8388,32.849,355.0192308,82.47
09??5ì£?(2021.09.30 ~ 2021.10.06),2085,21.1,16.5,27.07142857,1.985714286,1196.79,309.12,25763.8388,32.849,355.0192308,82.47
10??1ì£?(2021.10.07 ~ 2021.10.13),2058,19.3,16.4,23.32857143,4.014285714,1182.07,272.4885,19161.70165,32.849,355.0192308,87.8
10??2ì£?(2021.10.14 ~ 2021.10.20),2120,12.1,7.1,17.94285714,2.171428571,1177.48,272.4885,19161.70165,32.849,355.0192308,87.8
10??3ì£?(2021.10.21 ~ 2021.10.27),2134,10.62857143,4.914285714,18.18571429,0.128571429,1174.47,272.4885,19161.70165,32.849,355.0192308,87.8
10??4ì£?(2021.10.28 ~ 2021.11.03),2121,11.78571429,6.4,18.72857143,0.085714286,1181.05,272.4885,19161.70165,32.849,355.0192308,87.8
11??1ì£?(2021.11.04 ~ 2021.11.10),2096,10.54285714,5.771428571,16.47142857,4.1,1179.2,305.96,22666.36873,32.849,355.0192308,87.06
11??2ì£?(2021.11.11 ~ 2021.11.17),2090,7.585714286,2.542857143,13.91428571,0.257142857,1187.1,305.96,22666.36873,32.849,355.0192308,87.06
11??3ì£?(2021.11.18 ~ 2021.11.24),2140,7.842857143,3.1,13.5,0.614285714,1194.43,305.96,22666.36873,32.849,355.0192308,87.06
11??4ì£?(2021.11.25 ~ 2021.12.01),2141,4.871428571,-0.3,11.05714286,3.328571429,1180,305.96,22666.36873,32.849,355.0192308,87.06
12??1ì£?(2021.12.02 ~ 2021.12.08),2149,3.785714286,-1.428571429,10.22857143,0.171428571,1180.86,295.918,2445.5236,32.849,355.0192308,87.59
12??2ì£?(2021.12.09 ~ 2021.12.15),2146,4.528571429,-0.457142857,9.885714286,0.171428571,1187.7,295.918,2445.5236,32.849,355.0192308,87.59
12??3ì£?(2021.12.16 ~ 2021.12.22),2133,2.171428571,-3.128571429,8.2,0.285714286,1185.99,295.918,2445.5236,32.849,355.0192308,87.59
12??4ì£?(2021.12.23 ~ 2021.12.29),2129,-1.742857143,-6.728571429,3.728571429,0.285714286,1187.96,295.918,2445.5236,32.849,355.0192308,87.59
12??5ì£?(2021.12.30 ~ 2022.01.05),2126,-1.628571429,-6.557142857,3.757142857,0.1,1197.63,295.918,2445.5236,32.849,355.0192308,87.59
01??1ì£?(2022.01.06 ~ 2022.01.12),2113,-0.914285714,-6.314285714,5.228571429,0.042857143,1190.07,294.792,24882.0526,2497.5625,339.6346154,88.07
01??2ì£?(2022.01.13 ~ 2022.01.19),2062,-2.528571429,-7.7,2.957142857,0.114285714,1192.51,294.792,24882.0526,2497.5625,339.6346154,88.07
01??3ì£?(2022.01.20 ~ 2022.01.26),2089,1.271428571,-3.6,6.728571429,0.114285714,1209.56,294.792,24882.0526,2497.5625,339.6346154,88.07
01??4ì£?(2022.01.27 ~ 2022.01.28),1989,-0.571428571,-5.071428571,4.742857143,0.128571429,1198.25,294.792,24882.0526,2497.5625,339.6346154,88.07
02??1ì£?(2022.02.03 ~ 2022.02.09),1946,-1.757142857,-6.985714286,3.728571429,0.057142857,1199.48,173.55,13670.3181,2497.5625,339.6346154,86.61
02??2ì£?(2022.02.10 ~ 2022.02.16),2056,1.428571429,-3.528571429,7.514285714,0.171428571,1195.59,173.55,13670.3181,2497.5625,339.6346154,86.61
02??3ì£?(2022.02.17 ~ 2022.02.23),2009,-2.257142857,-7.314285714,3.185714286,0.028571429,1197.57,173.55,13670.3181,2497.5625,339.6346154,86.61
02??4ì£?(2022.02.24 ~ 2022.03.02),1990,3.771428571,-2.885714286,10.45714286,0.471428571,1217.45,173.55,13670.3181,2497.5625,339.6346154,86.61
03??1ì£?(2022.03.03 ~ 2022.03.08),1989,4.928571429,-1.757142857,12.14285714,0,1237.08,259.015,19984.93118,2497.5625,339.6346154,83.87
03??2ì£?(2022.03.10 ~ 2022.03.16),1928,10.61428571,4.428571429,16.97142857,3.257142857,1211.15,259.015,19984.93118,2497.5625,339.6346154,83.87
03??3ì£?(2022.03.17 ~ 2022.03.23),1826,5.914285714,2.271428571,10.12857143,3.314285714,1225.08,259.015,19984.93118,2497.5625,339.6346154,83.87
03??4ì£?(2022.03.24 ~ 2022.03.30),1877,9.771428571,3.142857143,16.25714286,5.742857143,1219.73,259.015,19984.93118,2497.5625,339.6346154,83.87
03??5ì£?(2022.03.31 ~ 2022.04.06),1852,9.471428571,2.757142857,16.28571429,0.157142857,1229.19,259.015,19984.93118,2497.5625,339.6346154,83.87
04??1ì£?(2022.04.07 ~ 2022.04.13),1829,15.54285714,8.757142857,22.57142857,1.557142857,1228.19,246.494,20603.8941,2497.5625,339.6346154,77.52
04??2ì£?(2022.04.14 ~ 2022.04.20),1876,12.85714286,6.357142857,19.82857143,0.242857143,1244.11,246.494,20603.8941,2497.5625,339.6346154,77.52
04??3ì£?(2022.04.21 ~ 2022.04.27),1981,16.87142857,11.24285714,23.01428571,4.7,1263.03,246.494,20603.8941,2497.5625,339.6346154,77.52
04??4ì£?(2022.04.28 ~ 2022.05.04),1938,13.37142857,7.314285714,19.61428571,2.014285714,1269.99,246.494,20603.8941,2497.5625,339.6346154,77.52
05??1ì£?(2022.05.06 ~ 2022.05.11),1964,16.9,10.62857143,23.42857143,0.185714286,1278.45,229.602,20757.0324,2497.5625,339.6346154,78.91
05??2ì£?(2022.05.12 ~ 2022.05.18),1897,17.05714286,10.65714286,23.4,0.128571429,1273.59,229.602,20757.0324,2497.5625,339.6346154,78.91
05??3ì£?(2022.05.19 ~ 2022.05.25),1855,20.62857143,14.18571429,27.44285714,0.2,1251.99,229.602,20757.0324,2497.5625,339.6346154,78.91
05??4ì£?(2022.05.26 ~ 2022.05.31),1820,20.58571429,14.21428571,27.07142857,0.271428571,1250.58,229.602,20757.0324,2497.5625,339.6346154,78.91
06??1ì£?(2022.06.02 ~ 2022.06.08),1924,19.5,15.05714286,24.71428571,4.842857143,1279.32,226.575,20563.97795,2497.5625,339.6346154,78.38
06??2ì£?(2022.06.09 ~ 2022.06.15),2147,19.88571429,15.78571429,24.78571429,2.671428571,1291.26,226.575,20563.97795,2497.5625,339.6346154,78.38
06??3ì£?(2022.06.16 ~ 2022.06.22),2257,24.05714286,19.4,29.47142857,0.385714286,1288.89,226.575,20563.97795,2497.5625,339.6346154,78.38
06??4ì£?(2022.06.23 ~ 2022.06.29),2430,25.72857143,22.87142857,29.08571429,13.4,1298.67,226.575,20563.97795,2497.5625,339.6346154,78.38
06??5ì£?(2022.06.30 ~ 2022.07.06),2442,26.88571429,22.9,31.91428571,6.257142857,1294.68,226.575,20563.97795,2497.5625,339.6346154,78.38
07??1ì£?(2022.07.07 ~ 2022.07.13),2524,26.05714286,23.2,29.88571429,8.557142857,1317.74,288.5525,25876.34543,2497.5625,339.6346154,88.37
07??2ì£?(2022.07.14 ~ 2022.07.20),2534,25.08571429,21.52857143,29.65714286,6.885714286,1310.01,288.5525,25876.34543,2497.5625,339.6346154,88.37
07??3ì£?(2022.07.21 ~ 2022.07.27),2548,24.88571429,21.7,29.07142857,5.557142857,1302.97,288.5525,25876.34543,2497.5625,339.6346154,88.37
07??4ì£?(2022.07.28 ~ 2022.08.03),2605,27.14285714,24.27142857,30.74285714,8.9,1302.24,288.5525,25876.34543,2497.5625,339.6346154,88.37
08??1ì£?(2022.08.04 ~ 2022.08.10),2578,27.78571429,24.97142857,31.44285714,13.88571429,1301.31,350.598,34478.3264,2497.5625,339.6346154,97.64
08??2ì£?(2022.08.11 ~ 2022.08.17),2419,26.14285714,23.41428571,29.74285714,13.6,1335.61,350.598,34478.3264,2497.5625,339.6346154,97.64
08??3ì£?(2022.08.18 ~ 2022.08.24),2509,24.9,21.21428571,29.02857143,5.314285714,1341.81,350.598,34478.3264,2497.5625,339.6346154,97.64
08??4ì£?(2022.08.25 ~ 2022.08.31),2564,21.31428571,17.64285714,25.45714286,6.228571429,1361.15,350.598,34478.3264,2497.5625,339.6346154,97.64
09??1ì£?(2022.09.01 ~ 2022.09.07),2600,21.92857143,18.31428571,26.25714286,19.81428571,1379.77,347.468,36268.6296,2497.5625,339.6346154,100.94
09??2ì£?(2022.09.08 ~ 2022.09.14),2611,22.01428571,17.92857143,26.98571429,0.185714286,1384.77,347.468,36268.6296,2497.5625,339.6346154,100.94
09??3ì£?(2022.09.15 ~ 2022.09.21),2617,22.61428571,18.42857143,27.54285714,1.485714286,1421.34,347.468,36268.6296,2497.5625,339.6346154,100.94
09??4ì£?(2022.09.22 ~ 2022.09.28),2634,17.92857143,12.85714286,24.34285714,0.057142857,1439.96,347.468,36268.6296,2497.5625,339.6346154,100.94
09??5ì£?(2022.09.29 ~ 2022.10.05),2635,19.21428571,14.37142857,25.37142857,7.957142857,1424.94,347.468,36268.6296,2497.5625,339.6346154,100.94
10??1ì£?(2022.10.06 ~ 2022.10.12),2648,13.52857143,9.7,18.35714286,2.428571429,1440.44,272.0975,27229.90698,2497.5625,339.6346154,105.89
10??2ì£?(2022.10.13 ~ 2022.10.19),2651,13.58571429,8.114285714,20.12857143,0,1428.32,272.0975,27229.90698,2497.5625,339.6346154,105.89
10??3ì£?(2022.10.20 ~ 2022.10.26),2700,11.81428571,5.8,18.72857143,0.428571429,1421.66,272.0975,27229.90698,2497.5625,339.6346154,105.89
10??4ì£?(2022.10.27 ~ 2022.11.02),2758,12.3,6.814285714,19.62857143,0.271428571,1403.29,272.0975,27229.90698,2497.5625,339.6346154,105.89
11??1ì£?(2022.11.03 ~ 2022.11.09),2748,8.671428571,2.4,16.17142857,0,1313.69,325.4825,31887.1487,2497.5625,339.6346154,108.92
11??2ì£?(2022.11.10 ~ 2022.11.16),2785,11.44285714,6.271428571,17.82857143,3.542857143,1339.71,325.4825,31887.1487,2497.5625,339.6346154,108.92
11??3ì£?(2022.11.17 ~ 2022.11.23),2818,10.27142857,4.942857143,17.05714286,1.385714286,1334.48,325.4825,31887.1487,2497.5625,339.6346154,108.92
11??4ì£?(2022.11.24 ~ 2022.11.30),2834,7.514285714,1.542857143,14.02857143,3.871428571,1297.89,325.4825,31887.1487,2497.5625,339.6346154,108.92
12??1ì£?(2022.12.01 ~ 2022.12.07),2777,0.571428571,-3.8,5.414285714,0.085714286,1303.87,253.635,21969.0468,2497.5625,339.6346154,111.34
12??2ì£?(2022.12.08 ~ 2022.12.14),2839,1.728571429,-2.957142857,7.214285714,0.442857143,1309.47,253.635,21969.0468,2497.5625,339.6346154,111.34
12??3ì£?(2022.12.15 ~ 2022.12.21),2859,-3.342857143,-8.085714286,1.442857143,1.142857143,1279.55,253.635,21969.0468,2497.5625,339.6346154,111.34
12??4ì£?(2022.12.22 ~ 2022.12.28),2923,-4.342857143,-8.928571429,1.271428571,0.514285714,1260.92,253.635,21969.0468,2497.5625,339.6346154,111.34
12??5ì£?(2022.12.29 ~ 2023.01.04),2934,-1.6,-6.514285714,4.1,0,1253.5,253.635,21969.0468,2497.5625,339.6346154,111.34
01??1ì£?(2023.01.05 ~ 2023.01.11),2852,1.442857143,-4.185714286,8.257142857,0.328571429,1237.26,318.595,29138.55548,24434.33333,332.3461538,114.69
01??2ì£?(2023.01.12 ~ 2023.01.18),2765,2.557142857,-1.571428571,7,5.271428571,1228.86,318.595,29138.55548,24434.33333,332.3461538,114.69
01??3ì£?(2023.01.19 ~ 2023.01.25),2750,-3.442857143,-8.657142857,2.657142857,0.071428571,1229.62,318.595,29138.55548,24434.33333,332.3461538,114.69
01??4ì£?(2023.01.26 ~ 2023.02.01),2724,-1.771428571,-7.671428571,3.657142857,0.1,1247.46,318.595,29138.55548,24434.33333,332.3461538,114.69
02??1ì£?(2023.02.02 ~ 2023.02.08),2563,0.828571429,-4.757142857,7.8,0,1267.45,264.94925,23647.4634,24434.33333,332.3461538,114.59
02??2ì£?(2023.02.09 ~ 2023.02.15),2535,3.128571429,-1.3,7.971428571,1.814285714,1295.87,264.94925,23647.4634,24434.33333,332.3461538,114.59
02??3ì£?(2023.02.16 ~ 2023.02.22),2541,2.542857143,-2.485714286,7.671428571,0.228571429,1314.45,264.94925,23647.4634,24434.33333,332.3461538,114.59
02??4ì£?(2023.02.23 ~ 2023.02.28),2555,4.042857143,-1.957142857,10.94285714,0.128571429,1295.73,264.94925,23647.4634,24434.33333,332.3461538,114.59
03??1ì£?(2023.03.02 ~ 2023.03.08),2668,7.371428571,0.157142857,15.1,0.028571429,1320.24,253.41,22847.5558,24434.33333,332.3461538,111.6
03??2ì£?(2023.03.09 ~ 2023.03.15),2788,9.7,2.528571429,17.4,1.2,1308.37,253.41,22847.5558,24434.33333,332.3461538,111.6
03??3ì£?(2023.03.16 ~ 2023.03.22),2973,9.685714286,2.971428571,16.81428571,0.2,1294.66,253.41,22847.5558,24434.33333,332.3461538,111.6
03??4ì£?(2023.03.23 ~ 2023.03.29),2910,9.971428571,4.557142857,15.84285714,2.671428571,1306.11,253.41,22847.5558,24434.33333,332.3461538,111.6
03??5ì£?(2023.03.30 ~ 2023.04.05),2888,13.94285714,6.514285714,21.27142857,5.442857143,1316.3,253.41,22847.5558,24434.33333,332.3461538,111.6
04??1ì£?(2023.04.06 ~ 2023.04.12),2850,11.08571429,4.828571429,17.31428571,0.871428571,1304,269.157,24081.255,24434.33333,332.3461538,122.75
04??2ì£?(2023.04.13 ~ 2023.04.19),2815,13.27142857,7.5,19.3,1.228571429,1329.36,269.157,24081.255,24434.33333,332.3461538,122.75
04??3ì£?(2023.04.20 ~ 2023.04.26),2419,13.57142857,8.928571429,18.58571429,0.6,1337.78,269.157,24081.255,24434.33333,332.3461538,122.75
04??4ì£?(2023.04.27 ~ 2023.05.03),2153,14.72857143,7.314285714,21.52857143,1.357142857,1317.47,269.157,24081.255,24434.33333,332.3461538,122.75
05??1ì£?(2023.05.04 ~ 2023.05.10),2246,15.42857143,9.985714286,20.94285714,15.54285714,1342.41,230.205,20544.658,24434.33333,332.3461538,118.82
05??2ì£?(2023.05.11 ~ 2023.05.17),2245,18.65714286,11.64285714,25.75714286,0.228571429,1325.2,230.205,20544.658,24434.33333,332.3461538,118.82
05??3ì£?(2023.05.18 ~ 2023.05.24),2217,18.22857143,13.24285714,23.77142857,1.514285714,1322.66,230.205,20544.658,24434.33333,332.3461538,118.82
05??4ì£?(2023.05.25 ~ 2023.05.31),2281,20.22857143,16.51428571,24.35714286,10.27142857,1305.92,230.205,20544.658,24434.33333,332.3461538,118.82
06??1ì£?(2023.06.01 ~ 2023.06.07),2024,20.9,15.82857143,26.38571429,0.728571429,1287.32,262.738,22633.7914,24434.33333,332.3461538,104.25
06??2ì£?(2023.06.08 ~ 2023.06.14),2179,21.52857143,17.3,27.4,2.757142857,1276.15,262.738,22633.7914,24434.33333,332.3461538,104.25
06??3ì£?(2023.06.15 ~ 2023.06.21),2147,22.82857143,17.9,28.4,3.071428571,1308.41,262.738,22633.7914,24434.33333,332.3461538,104.25
06??4ì£?(2023.06.22 ~ 2023.06.28),2142,23.58571429,19.55714286,28.14285714,14.65714286,1315.11,262.738,22633.7914,24434.33333,332.3461538,104.25
06??5ì£?(2023.06.29 ~ 2023.07.05),2107,24.78571429,21.94285714,28.68571429,16.97142857,1297.9,262.738,22633.7914,24434.33333,332.3461538,104.25
