week,소매가,평균기온,최저기온,최고기온,강수량,환율,수출량,수출가,수입량,수입가,생산량,재배면적,물가지수
02월 2주 (2017.02.09 ~ 2017.02.15),"15,816",-0.685714286,-5.714285714,4.828571429,0.157142857,1150.78,"8,125","66,813,040",,,5040541.668,590.3541668,93.827
02월 3주 (2017.02.16 ~ 2017.02.22),"14,683",3.342857143,-3.185714286,9.285714286,3.8,1130.5,"8,125","66,813,040",,,5040541.668,590.3541668,93.827
02월 4주 (2017.02.23 ~ 2017.02.28),"12,431",3.3,-2.228571429,9.585714286,0.314285714,1152.32,8125.25,66813040,,,5040541.668,590.3541668,93.827
03월 1주 (2017.03.02 ~ 2017.03.08),"12,576",3.328571429,-1.9,9.114285714,0.428571429,1148.81,8176,55607055,,,5040541.668,590.3541668,94.121
03월 2주 (2017.03.09 ~ 2017.03.15),"16,181",6.228571429,-0.485714286,13.35714286,0.085714286,1129.04,8176,55607055,,,5040541.668,590.3541668,94.121
03월 3주 (2017.03.16 ~ 2017.03.22),"16,564",7.471428571,0.614285714,14.77142857,0.614285714,1117.56,8176,55607055,,,5040541.668,590.3541668,94.121
03월 4주 (2017.03.23 ~ 2017.03.29),"16,278",7.271428571,2.857142857,12.47142857,1.485714286,1117.65,8176,55607055,,,5040541.668,590.3541668,94.121
03월 5주 (2017.03.30 ~ 2017.04.05),"16,047",10.44285714,4.571428571,16.6,3.557142857,1137.89,8176,55607055,,,5040541.668,590.3541668,92.719
04월 1주 (2017.04.06 ~ 2017.04.12),"16,691",13.42857143,8.6,19.38571429,3.042857143,1135.45,8031.5,55295498.5,,,5040541.668,590.3541668,92.719
04월 2주 (2017.04.13 ~ 2017.04.19),"19,113",14.77142857,8.785714286,21.27142857,2.771428571,1133.57,8031.5,55295498.5,,,5040541.668,590.3541668,92.719
04월 3주 (2017.04.20 ~ 2017.04.26),"19,867",14.17142857,8.071428571,20.61428571,0.428571429,1136.87,8031.5,55295498.5,,,5040541.668,590.3541668,92.719
04월 4주 (2017.04.27 ~ 2017.05.02),"17,247",16.85714286,8.985714286,24.65714286,0,1134.71,8031.5,55295498.5,,,5040541.668,590.3541668,92.719
05월 1주 (2017.05.04 ~ 2017.05.10),"13,957",17.35714286,11.85714286,23.21428571,2.328571429,1122.41,7648.25,47432812.5,,,5040541.668,590.3541668,90.99
05월 2주 (2017.05.11 ~ 2017.05.17),"12,994",17.28571429,11.8,23.34285714,0.8,1116.61,7648.25,47432812.5,,,5040541.668,590.3541668,90.99
05월 3주 (2017.05.18 ~ 2017.05.24),"11,124",20.35714286,13.62857143,27.34285714,0.714285714,1117.83,7648.25,47432812.5,,,5040541.668,590.3541668,90.99
05월 4주 (2017.05.25 ~ 2017.05.31),"14,539",20.27142857,13.57142857,27.4,0.357142857,1117.39,"7,648","47,432,813",,,5040541.668,590.3541668,90.99
06월 1주 (2017.06.01 ~ 2017.06.07),"15,048",19.32857143,13.94285714,25.1,2.757142857,1124.29,4264.5,26404427.5,0.25,1977.5,5040541.668,590.3541668,90.99
06월 2주 (2017.06.08 ~ 2017.06.14),"14,750",20.5,15.14285714,26.58571429,0.542857143,1132.07,"4,265",26404427.5,0,"1,978",5040541.668,590.3541668,90.99
06월 3주 (2017.06.15 ~ 2017.06.21),"14,206",23.05714286,16.98571429,29.78571429,0.342857143,1133.89,4264.5,26404427.5,0.25,1977.5,5040541.668,590.3541668,90.99
06월 4주 (2017.06.22 ~ 2017.06.28),"13,152",23.42857143,19.18571429,29.11428571,4.257142857,1144.43,4264.5,26404427.5,0.25,1977.5,5040541.668,590.3541668,90.99
06월 5주 (2017.06.29 ~ 2017.07.05),"12,875",25.3,22.28571429,29.55714286,12.08571429,1152.74,4264.5,26404427.5,0.25,1977.5,5040541.668,590.3541668,89.378
07월 1주 (2017.07.06 ~ 2017.07.12),"13,283",26.25714286,23.15714286,30.28571429,12.12857143,1128.09,2069,12540906,,,5040541.668,590.3541668,89.378
07월 2주 (2017.07.13 ~ 2017.07.19),"12,881",26.55714286,23.12857143,31.2,9.314285714,1117.83,2069,12540906,,,5040541.668,590.3541668,89.378
07월 3주 (2017.07.20 ~ 2017.07.26),"12,376",27.47142857,24.14285714,31.77142857,5.6,1123.69,2069,12540906,,,5040541.668,590.3541668,89.378
07월 4주 (2017.07.27 ~ 2017.08.02),"12,784",25.94285714,22.68571429,30.18571429,6.042857143,1127.77,2069,12540906,,,5040541.668,590.3541668,89.378
08월 1주 (2017.08.03 ~ 2017.08.09),"12,700",28.02857143,24.02857143,32.88571429,2.271428571,1141.86,1158,10071272.25,,,5040541.668,590.3541668,89.731
08월 2주 (2017.08.10 ~ 2017.08.16),"12,288",24.54285714,21.98571429,28,15.25714286,1138.77,1158,10071272.25,,,5040541.668,590.3541668,89.731
08월 3주 (2017.08.17 ~ 2017.08.23),"11,600",25.57142857,22.7,29.78571429,12.68571429,1120.59,1158,10071272.25,,,5040541.668,590.3541668,89.731
08월 4주 (2017.08.24 ~ 2017.08.30),"11,530",23.6,19.07142857,28.68571429,3.842857143,1120.69,1158,10071272.25,,,5040541.668,590.3541668,89.731
08월 5주 (2017.08.31 ~ 2017.09.06),"12,220",21.12857143,16.52857143,26.31428571,2.428571429,1130.97,1158,10071272.25,,,5040541.668,590.3541668,94.776
09월 1주 (2017.09.07 ~ 2017.09.13),"13,188",21.55714286,17.22857143,27.21428571,6.857142857,1132.21,703,6986987,,,5040541.668,590.3541668,94.776
09월 2주 (2017.09.14 ~ 2017.09.20),"15,524",20.68571429,15.55714286,26.05714286,0.828571429,1132.13,703,"6,986,987",,,5040541.668,590.3541668,94.776
09월 3주 (2017.09.21 ~ 2017.09.27),"15,296",20.28571429,15.4,26.5,3,1144.29,703,"6,986,987",,,5040541.668,590.3541668,94.776
09월 4주 (2017.09.28 ~ 2017.09.29),"16,768",17.78571429,13.21428571,23.3,5.3,1144.31,703,"6,986,987",,,5040541.668,590.3541668,94.776
10월 2주 (2017.10.10 ~ 2017.10.11),"17,328",18.94285714,15.27142857,23.8,2.485714286,1125.67,898.5,6267318,,,5040541.668,590.3541668,96.589
10월 2주 (2017.10.12 ~ 2017.10.18),"18,207",14.44285714,10.28571429,19.27142857,1.485714286,1131.31,898.5,6267318,,,5040541.668,590.3541668,96.589
10월 3주 (2017.10.19 ~ 2017.10.25),"15,659",13.91428571,8.785714286,20.58571429,0.1,1124.97,898.5,6267318,,,5040541.668,590.3541668,96.589
10월 4주 (2017.10.26 ~ 2017.11.01),"17,077",12.01428571,6.171428571,18.94285714,0.271428571,1115.29,898.5,6267318,,,5040541.668,590.3541668,96.589
11월 1주 (2017.11.02 ~ 2017.11.08),"16,825",11.2,5.371428571,17.8,0.4,1119.87,6143.75,44466581.25,,,5040541.668,590.3541668,92.341
11월 2주 (2017.11.09 ~ 2017.11.15),"16,423",7.985714286,2.1,14.54285714,0.342857143,1093.32,6143.75,44466581.25,,,5040541.668,590.3541668,92.341
11월 3주 (2017.11.16 ~ 2017.11.22),"15,595",3.185714286,-1.985714286,8.857142857,0.1,1084.61,6143.75,44466581.25,,,5040541.668,590.3541668,92.341
11월 4주 (2017.11.23 ~ 2017.11.29),"15,534",4.742857143,-0.671428571,10.6,0.928571429,1082.47,6143.75,44466581.25,,,5040541.668,590.3541668,92.341
11월 5주 (2017.11.30 ~ 2017.12.06),"15,254",1.1,-3.928571429,6.571428571,0.257142857,1091.85,6143.75,44466581.25,,,5040541.668,590.3541668,87.968
12월 1주 (2017.12.07 ~ 2017.12.13),"15,681",-1.242857143,-5.4,3.642857143,0.5,1087.95,8067.75,64281426,,,5040541.668,590.3541668,87.968
12월 2주 (2017.12.14 ~ 2017.12.20),"15,955",-1.985714286,-7.614285714,3.385714286,0.2,1076.74,8067.75,64281426,,,5040541.668,590.3541668,87.968
12월 3주 (2017.12.21 ~ 2017.12.27),"16,608",0.785714286,-3.5,5.957142857,2.042857143,1066.37,8067.75,64281426,,,5040541.668,590.3541668,87.968
12월 4주 (2017.12.28 ~ 2018.01.03),"16,588",0.657142857,-4.014285714,5.485714286,0.142857143,1061.53,8067.75,64281426,,,5040541.668,590.3541668,87.968
01월 1주 (2018.01.04 ~ 2018.01.10),"15,137",-0.9,-4.614285714,3.214285714,0.928571429,1058.99,6329.5,46814891.75,,,5526125,600.5,90.058
01월 2주 (2018.01.11 ~ 2018.01.17),"14,677",-1.085714286,-5.785714286,4.085714286,1.842857143,1067.11,"6,330","46,814,892",,,5526125,600.5,90.058
01월 3주 (2018.01.18 ~ 2018.01.24),"13,052",-0.928571429,-4.985714286,4.585714286,0.171428571,1063.67,6329.5,46814891.75,,,5526125,600.5,90.058
01월 4주 (2018.01.25 ~ 2018.01.31),"12,778",-5.928571429,-10.72857143,-0.671428571,0.028571429,1089.37,6329.5,46814891.75,,,5526125,600.5,90.058
02월 1주 (2018.02.01 ~ 2018.02.07),"12,848",-5.457142857,-10.3,-0.171428571,0.1,1084.67,6097.25,50366880,,,5526125,600.5,92.106
02월 2주 (2018.02.08 ~ 2018.02.14),"13,402",-0.628571429,-6.828571429,5.314285714,0.171428571,1066.19,6097.25,50366880,,,5526125,600.5,92.106
02월 3주 (2018.02.19 ~ 2018.02.21),"12,943",1.357142857,-3.8,7.171428571,0,1076,"6,097","50,366,880",,,5526125,600.5,92.106
02월 4주 (2018.02.22 ~ 2018.02.28),"13,051",3.885714286,-2.085714286,10.31428571,4.342857143,1078.69,6097.25,50366880,,,5526125,600.5,92.106
03월 1주 (2018.03.02 ~ 2018.03.07),"12,424",5.571428571,0.114285714,11.61428571,4.871428571,1064.38,6854.75,47603768,,,5526125,600.5,96.765
03월 2주 (2018.03.08 ~ 2018.03.14),"16,043",7.628571429,1.671428571,14.11428571,2.4,1069.53,6854.75,47603768,,,5526125,600.5,96.765
03월 3주 (2018.03.15 ~ 2018.03.21),"18,033",6.714285714,2.571428571,10.84285714,8.528571429,1082.87,6854.75,47603768,,,5526125,600.5,96.765
03월 4주 (2018.03.22 ~ 2018.03.28),"24,679",10.25714286,3.328571429,17.64285714,0,1060.25,6854.75,47603768,,,5526125,600.5,96.765
03월 5주 (2018.03.29 ~ 2018.04.04),"27,796",14.9,9.128571429,21.47142857,2.142857143,1069.75,6854.75,47603768,,,5526125,600.5,93.794
04월 1주 (2018.04.05 ~ 2018.04.11),"30,753",9.985714286,4.7,15.05714286,4.942857143,1070.68,7317,47119626,,,5526125,600.5,93.794
04월 2주 (2018.04.12 ~ 2018.04.18),"23,162",11.81428571,5.871428571,18.15714286,3.271428571,1070.1,7317,47119626,,,5526125,600.5,93.794
04월 3주 (2018.04.19 ~ 2018.04.25),"21,387",14.72857143,8.657142857,21.3,8.742857143,1066.73,7317,47119626,,,5526125,600.5,93.794
04월 4주 (2018.04.26 ~ 2018.05.02),"19,312",16.31428571,9.642857143,23.08571429,1.914285714,1073.11,7317,47119626,,,5526125,600.5,93.794
05월 1주 (2018.05.03 ~ 2018.05.09),"18,382",15.08571429,10.38571429,20.14285714,4.7,1066.89,7052.5,42334144,,,5526125,600.5,94.18
05월 2주 (2018.05.10 ~ 2018.05.16),"18,380",18.58571429,13.47142857,24.11428571,3.7,1080.57,7052.5,42334144,,,5526125,600.5,94.18
05월 3주 (2018.05.17 ~ 2018.05.23),"17,280",17.64285714,12.65714286,22.92857143,6.714285714,1077.37,7052.5,42334144,,,5526125,600.5,94.18
05월 4주 (2018.05.24 ~ 2018.05.30),"15,315",20.1,13.97142857,26.5,0.614285714,1070.73,"7,053","42,334,144",,,5526125,600.5,94.18
05월 5주 (2018.05.31 ~ 2018.06.05),"14,310",21.97142857,15.84285714,28.72857143,0.2,1073.93,"7,053","42,334,144",,,5526125,600.5,92.509
06월 1주 (2018.06.07 ~ 2018.06.12),"14,057",20.7,16.95714286,25.52857143,1.457142857,1102.42,4339,23891613.75,,,5526125,600.5,92.509
06월 2주 (2018.06.14 ~ 2018.06.20),"15,866",21.14285714,16.77142857,26.52857143,0.771428571,1111,4339,23891613.75,,,5526125,600.5,92.509
06월 3주 (2018.06.21 ~ 2018.06.27),"15,378",24.22857143,19.11428571,30.11428571,8.685714286,1113.91,4339,23891613.75,,,5526125,600.5,92.509
06월 4주 (2018.06.28 ~ 2018.07.04),"15,533",23.85714286,20.98571429,27.67142857,26.87142857,1114.69,4339,23891613.75,,,5526125,600.5,92.509
07월 1주 (2018.07.05 ~ 2018.07.11),"14,870",22.55714286,19.78571429,26.04285714,4.871428571,1129,4587.75,28162032.5,,,5526125,600.5,90.217
07월 2주 (2018.07.12 ~ 2018.07.18),"15,422",27.91428571,23.41428571,33.18571429,0,1126.9,4587.75,28162032.5,,,5526125,600.5,90.217
07월 3주 (2018.07.19 ~ 2018.07.25),"16,622",29.24285714,24.41428571,34.95714286,0,1114.65,4587.75,28162032.5,,,5526125,600.5,90.217
07월 4주 (2018.07.26 ~ 2018.08.01),"16,930",29.48571429,24.84285714,35.14285714,0.571428571,1122.34,4587.75,28162032.5,,,5526125,600.5,90.217
08월 1주 (2018.08.02 ~ 2018.08.08),"16,063",29.58571429,25.41428571,34.95714286,2.371428571,1129.17,3036,14705558.25,,,5526125,600.5,90.771
08월 2주 (2018.08.09 ~ 2018.08.14),"17,412",28.71428571,24.68571429,34.08571429,2.428571429,1119.52,3036,14705558.25,,,5526125,600.5,90.771
08월 3주 (2018.08.16 ~ 2018.08.22),"15,630",26.24285714,21.24285714,31.84285714,1.057142857,1114.33,3036,14705558.25,,,5526125,600.5,90.771
08월 4주 (2018.08.23 ~ 2018.08.29),"14,730",24.88571429,22.24285714,28.35714286,27.71428571,1115.46,3036,14705558.25,,,5526125,600.5,90.771
08월 5주 (2018.08.30 ~ 2018.09.05),"14,917",23.78571429,20.24285714,28.08571429,16.45714286,1127.57,3036,14705558.25,,,5526125,600.5,99.166
09월 1주 (2018.09.06 ~ 2018.09.12),"14,619",20.71428571,15.84285714,26.01428571,0.9,1120.66,2752.75,18266134.5,,,5526125,600.5,99.166
09월 2주 (2018.09.13 ~ 2018.09.19),"15,003",21.52857143,18.34285714,25.65714286,2.728571429,1113.95,"2,753","18,266,135",,,5526125,600.5,99.166
09월 3주 (2018.09.20 ~ 2018.09.21),"16,232",18.44285714,14.38571429,23.35714286,5.8,1109.98,"2,753","18,266,135",,,5526125,600.5,99.166
09월 4주 (2018.09.27 ~ 2018.10.02),"15,181",16.88571429,11.84285714,22.85714286,0.528571429,1131.13,"2,753","18,266,135",,,5526125,600.5,99.166
10월 1주 (2018.10.04 ~ 2018.10.10),"15,419",16.45714286,12.02857143,21.18571429,20.15714286,1130.3,2742.75,17725314.75,,,5526125,600.5,104.874
10월 2주 (2018.10.11 ~ 2018.10.17),"17,822",12.2,6.828571429,18.92857143,0.257142857,1131.15,2742.75,17725314.75,,,5526125,600.5,104.874
10월 3주 (2018.10.18 ~ 2018.10.24),"17,208",12.14285714,6.5,19.6,1.071428571,1139.28,2742.75,17725314.75,,,5526125,600.5,104.874
10월 4주 (2018.10.25 ~ 2018.10.31),"17,819",10.12857143,5.228571429,15.65714286,1.785714286,1117.1,2742.75,17725314.75,,,5526125,600.5,104.874
11월 1주 (2018.11.01 ~ 2018.11.07),"18,606",10.27142857,4.114285714,18.14285714,0.9,1129.69,4011.5,31320435.75,,,5526125,600.5,100.207
11월 2주 (2018.11.08 ~ 2018.11.14),"18,966",10.48571429,6.085714286,15.98571429,5.414285714,1120.4,4011.5,31320435.75,,,5526125,600.5,100.207
11월 3주 (2018.11.15 ~ 2018.11.21),"18,777",7.285714286,2.357142857,13.31428571,0.257142857,1132.5,4011.5,31320435.75,,,5526125,600.5,100.207
11월 4주 (2018.11.22 ~ 2018.11.28),"17,662",5.057142857,0.242857143,10.95714286,0.614285714,1119.44,4011.5,31320435.75,,,5526125,600.5,100.207
11월 5주 (2018.11.29 ~ 2018.12.05),"16,857",7.171428571,2.171428571,12.55714286,3,1123.85,4011.5,31320435.75,,,5526125,600.5,94.641
12월 1주 (2018.12.06 ~ 2018.12.12),"16,138",-1.5,-5.257142857,3.071428571,0.628571429,1131.7,5975.5,44416896,,,5526125,600.5,94.641
12월 2주 (2018.12.13 ~ 2018.12.19),"16,503",0.971428571,-3.914285714,6.6,0.142857143,1128.04,5975.5,44416896,,,5526125,600.5,94.641
12월 3주 (2018.12.20 ~ 2018.12.26),"16,244",3.442857143,-1.514285714,9.114285714,0.128571429,1116.05,5975.5,44416896,,,5526125,600.5,94.641
12월 4주 (2018.12.27 ~ 2019.01.02),"15,922",-4.2,-8.628571429,0.9,0.028571429,1115.85,5975.5,44416896,,,5526125,600.5,94.641
01월 1주 (2019.01.03 ~ 2019.01.09),"15,566",-1.142857143,-6.4,4.842857143,0,1117.23,6609.75,54152488.5,,,5297500,659.25,94.7
01월 2주 (2019.01.10 ~ 2019.01.16),"15,609",0.8,-3.742857143,6.314285714,0.357142857,1125.08,6609.75,54152488.5,,,5297500,659.25,94.7
01월 3주 (2019.01.17 ~ 2019.01.23),"16,220",1.7,-3.642857143,7.585714286,0.042857143,1117.78,6609.75,54152488.5,,,5297500,659.25,94.7
01월 4주 (2019.01.24 ~ 2019.01.30),"17,151",0.628571429,-5.214285714,7.128571429,0.028571429,1118.4,6609.75,54152488.5,,,5297500,659.25,94.7
01월 5주 (2019.01.31 ~ 2019.02.01),"16,688",2.528571429,-2.785714286,8.257142857,2.528571429,1123.5,"6,610","54,152,489",,,5297500,659.25,94.406
02월 1주 (2019.02.07 ~ 2019.02.13),"15,849",-0.485714286,-5.014285714,4.385714286,0.071428571,1125.44,6404.5,46617978,,,5297500,659.25,94.406
02월 2주 (2019.02.14 ~ 2019.02.20),"15,479",1.428571429,-2.671428571,6.042857143,2.428571429,1121.99,"6,405","46,617,978",,,5297500,659.25,94.406
02월 3주 (2019.02.21 ~ 2019.02.27),"15,827",5.171428571,-0.614285714,12.2,0.057142857,1126.67,6404.5,46617978,,,5297500,659.25,94.406
02월 4주 (2019.02.28 ~ 2019.03.06),"16,760",7.742857143,1.785714286,14.34285714,0.157142857,1132.9,6404.5,46617978,,,5297500,659.25,94.406
03월 1주 (2019.03.07 ~ 2019.03.13),"17,453",6.342857143,0.528571429,12.54285714,1.528571429,1134.7,7863,56609943,,,5297500,659.25,95.397
03월 2주 (2019.03.14 ~ 2019.03.20),"20,211",7.571428571,1.128571429,14.21428571,2.8,1135.11,7863,56609943,,,5297500,659.25,95.397
03월 3주 (2019.03.21 ~ 2019.03.27),"21,033",7.771428571,1.728571429,14.21428571,0.514285714,1136.1,7863,56609943,,,5297500,659.25,95.397
03월 4주 (2019.03.28 ~ 2019.04.03),"22,615",7.657142857,2.385714286,13.4,0.542857143,1136.69,7863,56609943,,,5297500,659.25,95.397
04월 1주 (2019.04.04 ~ 2019.04.10),"21,796",10.57142857,4.528571429,16.95714286,5.014285714,1133.72,7876.5,46607568,,,5297500,659.25,93.525
04월 2주 (2019.04.11 ~ 2019.04.17),"22,193",11.72857143,4.714285714,18.78571429,0.2,1135.58,7876.5,46607568,,,5297500,659.25,93.525
04월 3주 (2019.04.18 ~ 2019.04.24),"20,996",15.85714286,10.58571429,21.75714286,1.814285714,1157.9,7876.5,46607568,,,5297500,659.25,93.525
04월 4주 (2019.04.25 ~ 2019.04.30),"18,563",12.52857143,8.428571429,17.2,4.328571429,1163.68,7876.5,46607568,,,5297500,659.25,93.525
05월 1주 (2019.05.02 ~ 2019.05.08),"16,045",16.11428571,8.042857143,24.11428571,0.014285714,1174.2,8986.5,53057845.75,,,5297500,659.25,94.801
05월 2주 (2019.05.09 ~ 2019.05.15),"14,294",18.51428571,11.52857143,26.07142857,0,1193.73,8986.5,53057845.75,,,5297500,659.25,94.801
05월 3주 (2019.05.16 ~ 2019.05.22),"11,072",19.17142857,13.44285714,24.72857143,4.557142857,1184.77,8986.5,53057845.75,,,5297500,659.25,94.801
05월 4주 (2019.05.23 ~ 2019.05.29),"10,528",20.91428571,14.17142857,27.72857143,3.285714286,1187.8,"8,987","53,057,846",,,5297500,659.25,94.801
05월 5주 (2019.05.30 ~ 2019.06.05),"10,602",20.94285714,14.28571429,27.8,0.128571429,1181.07,"8,987","53,057,846",,,5297500,659.25,93.634
06월 1주 (2019.06.07 ~ 2019.06.12),"12,377",19.47142857,15.62857143,24.35714286,7.271428571,1186.78,5626.5,28945476,,,5297500,659.25,93.634
06월 2주 (2019.06.13 ~ 2019.06.19),"12,420",20.97142857,16.45714286,26.52857143,1.3,1158.2,5626.5,28945476,,,5297500,659.25,93.634
06월 3주 (2019.06.20 ~ 2019.06.26),"13,505",22.38571429,17.54285714,27.92857143,5.2,1155.38,5626.5,28945476,,,5297500,659.25,93.634
06월 4주 (2019.06.27 ~ 2019.07.03),"12,440",23.21428571,19.72857143,27.72857143,6.414285714,1174.59,5626.5,28945476,,,5297500,659.25,93.634
07월 1주 (2019.07.04 ~ 2019.07.10),"12,156",23.45714286,18.97142857,28.61428571,3.085714286,1176.32,5927.75,32080143.75,,587.5,5297500,659.25,91.804
07월 2주 (2019.07.11 ~ 2019.07.17),"13,078",23.42857143,20.17142857,27.85714286,4.228571429,1175.11,5927.75,32080143.75,,587.5,5297500,659.25,91.804
07월 3주 (2019.07.18 ~ 2019.07.24),"12,996",25.82857143,23.07142857,29.32857143,14.18571429,1183.24,5927.75,32080143.75,,587.5,5297500,659.25,91.804
07월 4주 (2019.07.25 ~ 2019.07.31),"13,383",27.38571429,24.75714286,30.8,9.3,1204.51,5927.75,32080143.75,,587.5,5297500,659.25,91.804
08월 1주 (2019.08.01 ~ 2019.08.07),"12,742",28.21428571,24.11428571,33.48571429,4.414285714,1213.45,5834.75,32118898.5,,,5297500,659.25,90.511
08월 2주 (2019.08.08 ~ 2019.08.14),"12,823",28.22857143,24.57142857,32.88571429,4.528571429,1207.47,5834.75,32118898.5,,,5297500,659.25,90.511
08월 3주 (2019.08.16 ~ 2019.08.21),"12,646",25.84285714,22.11428571,30.48571429,4.142857143,1212.66,5834.75,32118898.5,,,5297500,659.25,90.511
08월 4주 (2019.08.22 ~ 2019.08.28),"12,429",23.9,20.3,28.45714286,6.3,1209.5,5834.75,32118898.5,,,5297500,659.25,90.511
08월 5주 (2019.08.29 ~ 2019.09.04),"12,186",22.44285714,19.24285714,26.45714286,5.942857143,1191.77,5834.75,32118898.5,,,5297500,659.25,91.955
09월 1주 (2019.09.05 ~ 2019.09.11),"12,294",24.85714286,22.1,28.74285714,9.814285714,1178.72,5569,31080612.5,,,5297500,659.25,91.955
09월 3주 (2019.09.16 ~ 2019.09.18),"12,836",21.84285714,17.4,27.3,0.9,1193.13,"5,569","31,080,613",,,5297500,659.25,91.955
09월 3주 (2019.09.19 ~ 2019.09.25),"12,827",18.3,14.31428571,23.05714286,15.08571429,1201.99,"5,569","31,080,613",,,5297500,659.25,91.955
09월 4주 (2019.09.26 ~ 2019.10.02),"12,563",21.45714286,17.71428571,26.37142857,16.38571429,1191.25,"5,569","31,080,613",,,5297500,659.25,91.955
10월 1주 (2019.10.04 ~ 2019.10.08),"13,388",17.5,13.38571429,22.5,5.442857143,1182.48,46741.25,26287464,,,5297500,659.25,96.32
10월 2주 (2019.10.10 ~ 2019.10.16),"16,014",15.17142857,9.757142857,21.58571429,0.514285714,1177.91,46741.25,26287464,,,5297500,659.25,96.32
10월 3주 (2019.10.17 ~ 2019.10.23),"16,653",15.12857143,10.28571429,21.34285714,0.642857143,1171.66,46741.25,26287464,,,5297500,659.25,96.32
10월 4주 (2019.10.24 ~ 2019.10.30),"16,113",13.08571429,7.914285714,19.08571429,0.428571429,1164.67,46741.25,26287464,,,5297500,659.25,96.32
10월 5주 (2019.10.31 ~ 2019.11.06),"15,323",12.54285714,6.885714286,19.72857143,0.271428571,1158.6,46741.25,26287464,,,5297500,659.25,96.421
11월 1주 (2019.11.07 ~ 2019.11.13),"15,718",9.228571429,3.642857143,15.91428571,1.685714286,1162.65,6810.5,44356794.75,,,5297500,659.25,96.421
11월 2주 (2019.11.14 ~ 2019.11.20),"16,139",6.414285714,1.242857143,12.25714286,5.214285714,1179.33,6810.5,44356794.75,,,5297500,659.25,96.421
11월 3주 (2019.11.21 ~ 2019.11.27),"16,957",7.957142857,2.614285714,14.32857143,0.7,1180.7,6810.5,44356794.75,,,5297500,659.25,96.421
11월 4주 (2019.11.28 ~ 2019.12.04),"16,933",4,-0.385714286,9,2.285714286,1185.51,11734.75,71678964,,,5297500,659.25,96.421
12월 1주 (2019.12.05 ~ 2019.12.11),"16,848",1.757142857,-3.585714286,7.971428571,0.114285714,1175.57,11734.75,71678964,0,,5297500,659.25,92.064
12월 2주 (2019.12.12 ~ 2019.12.18),"16,503",4.271428571,-0.628571429,9.857142857,0.428571429,1158.99,11734.75,71678964,0,,5297500,659.25,92.064
12월 3주 (2019.12.19 ~ 2019.12.24),"16,244",1.914285714,-2.557142857,7.528571429,0.142857143,1158.95,11734.75,71678964,0,,5297500,659.25,92.064
12월 4주 (2019.12.26 ~ 2019.12.31),"15,922",0.728571429,-3.542857143,5.342857143,1.171428571,1164.95,11734.75,71678964,0,,5297500,659.25,92.064
01월 1주 (2020.01.02 ~ 2020.01.08),"15,566",3.157142857,-1.114285714,8.571428571,8.057142857,1157.97,5412.25,45847923,0,,5071333.333,648.875,93.953
01월 2주 (2020.01.09 ~ 2020.01.15),"15,609",0.514285714,-3.157142857,5.214285714,0,1160.44,5412.25,45847923,0,,5071333.333,648.875,93.953
01월 3주 (2020.01.16 ~ 2020.01.22),"16,220",1.228571429,-3.185714286,6.528571429,0.757142857,1169.2,5412.25,45847923,0,,5071333.333,648.875,93.953
01월 4주 (2020.01.23 ~ 2020.01.29),"17,151",5.342857143,1.742857143,9.7,2.985714286,1194.97,5412.25,45847923,0,,5071333.333,648.875,93.953
01월 5주 (2020.01.30 ~ 2020.02.05),"16,688",1.342857143,-3.042857143,6.457142857,0.171428571,1191.39,5412.25,45847923,0,,5071333.333,648.875,95.63
02월 1주 (2020.02.06 ~ 2020.02.12),"15,849",1.928571429,-3.642857143,7.642857143,1.928571429,1182.46,6084.25,55347571.5,0,,5071333.333,648.875,95.63
02월 2주 (2020.02.13 ~ 2020.02.19),"15,479",3.485714286,-1.285714286,9.314285714,1.357142857,1206.91,"6,084","55,347,572",0,,5071333.333,648.875,95.63
02월 3주 (2020.02.20 ~ 2020.02.26),"15,827",6,0.657142857,11.68571429,4.642857143,1200.2,6084.25,55347571.5,0,,5071333.333,648.875,95.63
02월 4주 (2020.02.27 ~ 2020.03.04),"16,760",5.371428571,1.228571429,10.07142857,0.428571429,1188.7,6084.25,55347571.5,0,,5071333.333,648.875,95.63
03월 1주 (2020.03.05 ~ 2020.03.11),"17,453",5.557142857,-0.014285714,11.52857143,2.057142857,1211.28,11157,81418225,0,,5071333.333,648.875,94.73
03월 2주 (2020.03.12 ~ 2020.03.18),"20,211",6.328571429,-0.242857143,12.9,0.114285714,1254.45,11157,81418225,0,,5071333.333,648.875,94.73
03월 3주 (2020.03.19 ~ 2020.03.25),"21,033",10.61428571,3.414285714,17.81428571,0.057142857,1212.23,11157,81418225,0,,5071333.333,648.875,94.73
03월 4주 (2020.03.26 ~ 2020.04.01),"22,615",10.08571429,4.185714286,16.2,2.014285714,1235.61,11157,81418225,0,,5071333.333,648.875,94.73
04월 1주 (2020.04.02 ~ 2020.04.08),"21,796",9.371428571,2.157142857,16.67142857,0.014285714,1211.05,12152.75,66840593.75,0,,5071333.333,648.875,96.57
04월 2주 (2020.04.09 ~ 2020.04.14),"22,193",9.7,3.314285714,16.34285714,0.828571429,1216.13,12152.75,66840593.75,0,,5071333.333,648.875,96.57
04월 3주 (2020.04.16 ~ 2020.04.22),"20,996",10.65714286,6.528571429,15.58571429,4.857142857,1230.53,12152.75,66840593.75,0,,5071333.333,648.875,96.57
